[2]delta_1,[2]delta_2,[2]delta_3,[2]delta_4,[2]theta_1,[2]theta_2,[2]theta_3,[2]theta_4,[2]alpha_1,[2]alpha_2,[2]alpha_3,[2]alpha_4,[2]beta_1,[2]beta_2,[2]beta_3,[2]beta_4,[2]beta_5,[2]beta_6,[2]beta_7,[2]beta_8,[2]beta_9,[2]beta_10,[2]beta_11,[2]beta_12,[2]beta_13,[2]beta_14,[2]beta_15,[2]beta_16,[2]beta_17,[2]beta_18,[2]timestamp
2.9831497005473704,4.965559458570603,4.141448465096357,3.5964526134885544,3.582063863272592,2.303812345725335,4.355500072481898,10.179660066040531,14.585502406732967,17.996240983383014,23.225105200280993,15.960075645199664,19.321007213711564,25.918961378574394,54.815709681123906,56.00777998304514,60.65454412984065,42.95331948877295,13.552994444476374,19.25359374925243,25.950576729711482,18.52975902308018,17.52015694097964,29.172533197824187,80.24354753252994,66.54769819314359,70.86233975720438,79.81023416383776,34.94399527933785,9.162570448180793,740497.1591075838
0.8329627186667388,4.418629085573027,6.036352399290426,4.675893954601816,4.559925515166509,3.459171132599074,6.616034148532586,8.825861137269913,7.520105557024133,8.811239473474764,32.02237380021789,44.63333191313659,13.4489310399259,3.5844499825328913,13.454938331723937,5.275263445850668,25.498765097056506,19.090813024759434,16.935738667256608,18.756703504596842,7.701614819621849,11.255651268691693,4.608800989279815,8.84633181312507,21.47252817195664,139.16650214973473,109.65571281600238,14.924396649764313,10.749369158910326,17.050600984570757,740500.7629621453
2.4302669319677324,2.9690138709184573,0.471811989071669,5.075882524277828,3.8150630062457576,2.523710100813893,6.02510847003697,10.446830423332075,6.583771474625254,12.189411013609478,25.5641682904539,44.896759948384386,13.75498435051777,4.693189660452839,17.17749632446319,17.600940994362958,22.009414308203834,10.1559645575041,16.156128083213815,19.02023952239471,2.5713391826454437,13.389886115270432,10.291279181984745,0.5700793721145583,31.165347353551915,137.81774685153886,103.8114895379086,8.636674644031253,6.8620995358668475,13.624131892647934,740501.6807889958
4.749177976766223,3.3344670203703677,2.802809791684238,4.004895837828369,2.6604452810361368,5.971949105108631,8.539728068774698,8.321875604122972,6.035006113567566,3.0160610248084527,16.67600182024765,29.393107712711835,10.804588020763218,13.031335514227463,11.602819971631318,24.13084091497076,40.635797143010706,23.387771716764625,11.942696228774107,20.50489440134135,14.801620423183541,28.571213595330946,33.86064729786196,30.615920097578233,58.521635808676436,89.53416129725623,84.24688248934794,36.8326456073672,22.783369907172908,24.283406362393023,740492.9090129454
1.8051433551077585,2.717149418661497,2.741963744603875,3.001225040571188,3.0992428539283328,1.2674100092673248,3.3531502440001515,3.89506624186816,7.020198812317846,2.9014197528104795,10.947490868120692,10.399370482047518,7.972037784490583,3.1275914700323284,8.277978304673399,33.23544648170367,65.73980547504698,30.83564366502245,4.187106644522406,1.8813435723901417,5.617805812077615,28.102991557386357,24.32516383510248,7.7617381841796265,11.95584309967088,9.4083932244877,3.186578611796232,9.297296231762779,17.530380551726275,7.6389445811636625,740479.7140058784
5.627550549150633,6.048863004062422,1.3779819276936103,4.769216503255043,9.410855669526486,7.031289120545178,3.3500940119937277,2.5908424081638923,3.8738768373300343,0.9104292568031098,10.725128198504002,14.635518222195987,7.9656208450971615,5.943078076098171,6.917978434702607,17.726202088047454,58.224857287259915,34.01192856254607,6.573314202785406,2.548016578090637,8.449639896205706,29.9358035555051,20.836030139995614,4.0694025276831,9.984828850046508,2.1638460105887245,5.502126610383424,6.484324575822199,11.425461142572768,8.17761804163086,740480.7131056553
3.2728124600716333,4.149930170428649,3.0836901292823087,0.7129139288224553,5.221268163205813,6.4165774827341755,1.5820017441524887,5.898842074054182,0.6305355314273119,4.730317448271722,8.09245509857322,14.41958862407747,8.892120165698243,0.8988919490877543,3.187577414989495,25.344802054051968,65.81369629754276,37.27025423358993,6.130450870049896,1.1556750096963422,10.168138860957114,28.941774025415118,18.339064248965443,1.302778403266233,8.411150469413139,8.461511696659256,5.690755429869743,3.661622429424656,13.017764960680253,3.8892918001096946,740481.7167130556
0.4535832226554044,5.901890004788805,3.627551810261897,1.0755385581008536,10.007808273517057,9.417138560752878,6.896087348844556,3.397233769269343,0.8742803213868117,4.410446843078975,12.862025228301167,14.139278657820974,6.28824435296743,4.210863990530581,3.3600031091680806,26.15082079444431,60.20207415216069,25.783106960933562,4.716733306217371,3.3572729243097084,6.667492863382803,27.51566413181276,24.446938374340853,10.373722201931631,6.434982162915605,2.3913102762827267,3.9094447662645937,9.459006433644797,16.37094184053714,6.0397639549268884,740482.7184745092
4.3316990648387055,4.228284158826397,1.2022704757142966,1.9583131082879242,5.952483856957925,2.331242221571964,2.093540834447909,4.759829151041275,3.8327926846781093,1.837654721128361,9.469453854216018,8.508643961122003,4.6433248294652785,0.9705804315980817,6.873042222983131,21.03063805800704,59.359153410057424,26.588805634914507,4.61375438110204,2.229745271160102,7.416514546088144,26.704662392677555,19.33135179907608,2.127803503365482,5.406545731433037,1.6285855092884753,4.482550298713089,8.204692396922907,15.734448176715567,7.059997582349662,740483.7162987618
4.604096665965898,3.1288571930748574,4.97145729690753,4.863087350303943,3.2115141924852204,4.235288928799945,3.1834592631333476,0.3000671435034189,8.70771628301547,5.5238464543148496,8.659757520339756,10.954106441888468,6.613095814086612,9.660224140461766,3.0895780367922057,30.538759237495047,64.46070834930545,30.459244688595717,5.247773467995341,0.15702244925830708,4.319749428741088,24.641651162083093,21.984313799182694,5.286254595763298,8.998003004740397,5.834474102626965,0.7411977189291341,9.776410360535682,16.01550128582519,4.34076438033159,740484.7198106621
