[2]delta_1,[2]delta_2,[2]delta_3,[2]delta_4,[2]theta_1,[2]theta_2,[2]theta_3,[2]theta_4,[2]alpha_1,[2]alpha_2,[2]alpha_3,[2]alpha_4,[2]beta_1,[2]beta_2,[2]beta_3,[2]beta_4,[2]beta_5,[2]beta_6,[2]beta_7,[2]beta_8,[2]beta_9,[2]beta_10,[2]beta_11,[2]beta_12,[2]beta_13,[2]beta_14,[2]beta_15,[2]beta_16,[2]beta_17,[2]beta_18,[2]timestamp
8.15573180290241,14.746667747853127,16.231856398692265,5.298199249005476,9.726018469965526,9.36145136794471,13.311296551314578,10.483069023711904,33.449081868176876,44.67463560918984,8.302907898880934,2.994547724429878,7.829912055495184,13.328659196347411,15.547920983381411,33.35358960393031,35.77055734592192,15.104884928347614,7.716263342774134,5.060801813199553,4.144586528456454,5.860467078810532,6.4430718373858715,7.459093895362931,7.3039705888791815,6.124657946574941,1.8449519068612485,5.561669504628596,9.62761107241347,1.9456108079820869,740578.2429929478
5.202945666267691,10.154583208655565,11.563813313249812,7.273071551049044,8.407406104315728,19.56360384379796,21.161193772933107,9.065798981840034,30.805804219277412,54.78629734975433,30.882594596101697,16.12801171761254,11.063750749497991,17.500035211081432,19.26088007898512,13.932896359217784,18.213002070134173,22.53897370973641,10.13458482617726,9.55558512409313,15.911669082489777,17.63969418143569,6.668595619192509,1.602439650609046,7.146588786555334,9.037403474636603,4.539326209799691,9.295484311132382,16.75810141188996,11.055619270619657,740579.006294027
0.7361141069868269,8.680554492006433,13.651016249656712,17.21946830349191,21.564063153494157,25.181545913288467,17.88606220779101,19.429285514408562,24.19424457765955,47.602290051708984,43.79751166795412,16.965027118601444,6.692675796479098,9.66984650274162,8.119128776987914,10.058741868618457,12.784900099769066,1.7621746474040874,6.269234931503777,7.952897401878723,9.512913772515368,9.431733902268283,7.584517765064516,13.389942915140676,10.415818932169453,15.47757992000366,9.323372276373085,5.632677662394447,3.352686707570351,9.406486823010702,740580.2281315599
2.4263998006134155,3.472106945491653,6.991918977061516,21.13344507934631,51.68038111532873,21.559901166205833,4.038206094643706,9.96732381476478,14.041849890537119,4.773500420527018,22.790108946241062,11.754891093510661,7.6484138695820025,16.299293935462103,12.256163190470323,9.850286854688397,23.01294830923717,19.553573252235445,9.550756947679249,5.983881213040212,10.14377586291311,11.351733238003813,10.735755624030885,11.032599215717761,15.542244376679728,13.226145106574833,18.204992405334618,10.996919980506455,30.585879750277382,20.47456775584745,740581.9296846234
2.886759093992554,3.8118088032897255,6.146636514325769,14.828724628977145,46.38668142824494,23.2625205952061,4.403880774013241,4.194697310020746,16.72227738137836,3.5559770940905975,21.297908363787844,13.878772169246114,4.246069070265808,11.365720075054568,8.51443716925968,11.920604351211379,21.872479128940398,11.605200230090476,8.384559035439723,11.911309363530785,20.39522575783832,15.980607756275452,10.012672423694475,1.4034418516281335,9.714313421966823,2.1276751172390234,22.353080843311485,30.422453062396904,36.72978472620397,16.69190494044576,740582.6935202683
1.8575056186060435,0.9802307361882732,5.616504454902479,4.163554531078538,7.909529870500586,11.625272035610283,13.895536060589563,8.837907249691414,17.63725493840923,12.045274305362458,9.308680384418103,8.91218073093502,6.710763901200404,4.144967764947376,7.163514474182408,12.641323894857072,48.28791403941441,29.96065965891355,6.798024123728874,6.1052476579650845,12.605686571138325,29.70415725235965,17.467347089249714,9.296790764101626,15.485469673504266,6.5418949947463805,3.7467274516544746,5.451107879353647,7.886342142792362,6.44360563136803,740554.5399111549
0.8957445557156651,3.8979743085754643,2.849089745008224,3.1751953288615997,4.82138225176183,2.110580417777496,3.6202462468889047,9.954927935911629,11.915272509821252,8.30917958090766,2.5003477683745112,11.667096793879487,8.034591842236598,4.623835921754547,12.176874055992283,29.364734220092863,54.51096745572554,33.0431942910023,7.283301392286515,6.321876682583325,4.813968010186035,25.157622451894596,25.410375941936984,15.707543780595273,16.10835866301059,4.936541786958281,3.8853842067752673,9.475067274628666,12.324759656219657,10.223393909031989,740547.7121242682
0.8172740951920527,2.2751319402600476,2.572701703409629,2.793684420291946,3.7834729746521045,5.273066340110621,9.30744194502981,5.308085997182229,5.947404021684346,3.654269277583188,7.180126352169979,10.4548825231399,3.9021970051008092,2.8534877354612163,5.645803081375071,12.292685476994874,49.96801785472601,34.06362198629145,6.554399494783337,5.567127227551378,5.8038518907571595,29.402448649882572,25.471378621878312,7.236487387697278,16.518603607604707,8.234843022495737,2.8491432894634574,4.620678414478338,8.074073968525108,3.6917492906747853,740548.7125620497
2.113172858910634,3.4339281739701852,3.0651837535748188,3.3533305625873626,6.111063039684215,6.763352314570056,6.466002996033287,11.37461462345079,10.4797843337465,5.02896577332432,5.202044936587066,5.55423503990829,3.6134668854609324,2.4159591761429557,5.070686447989902,19.984295903620605,51.53803890252905,28.880748988984188,7.2332000782574175,5.784225529288117,5.528632512085378,29.436779557297765,23.20944137120008,7.7962018603910375,10.215458439690089,2.787708843089444,6.225190592106951,8.719292383817141,10.63706255227015,1.7795939904124976,740549.7111709362
1.008043016905179,0.6261703291651993,2.9403288875558826,4.44318256733057,6.871719660894884,5.950582544444884,2.5550016123778088,7.935761221548142,5.940889393826852,5.62545231903312,11.96952316600163,12.42391748998327,7.147073463755688,3.4267622851559514,7.650832739777647,24.293015733553602,53.05710599857196,30.976309026567975,6.3762380049419125,5.963465562873782,9.365070886265768,33.85969959504745,25.836424860960832,2.401319215550944,6.91064737267886,7.95416628671023,4.677031060655295,3.613457435256005,10.471291685782449,5.045169373637827,740550.7136746997
0.2773251277955078,5.647710294246977,6.132561451326558,5.710059668940923,3.4847590851951846,4.139681047434653,9.816909529844873,7.643530544892752,8.627339355596861,7.2760204411453095,10.561907426286313,11.075656965875869,2.8458761861690873,3.1514851286559336,2.462926376426272,13.110873224161066,50.99402678052098,35.56854918214033,8.835729549594014,1.5319584402124995,6.700672382659295,33.38842256701338,25.807784000953585,6.62466222327901,16.64303508048405,7.12328668433404,3.109235844174643,2.4459432086989774,4.642027468868228,1.1865967908306434,740551.7068384946
3.2608589191023505,2.16831115912324,2.5818747707951255,5.2360714664967505,6.250888212879432,4.303716221052337,8.12329945319306,12.292400784637767,9.360339393057695,1.8551231288657553,10.071516537185227,16.18380155805868,8.27094114104863,1.4881556671802298,3.0867885160058597,18.62589172637823,46.66790717356607,25.892722827722718,0.3279502101100327,2.5919330021884024,8.434915146535285,28.657055038733166,22.91276731214802,8.144580171110077,11.483340265647556,3.8878369996798106,3.92885536997553,4.144694820375158,2.4375918971779496,5.611321649207595,740552.7070335944
5.020647091200707,15.43122313162576,3.513942433368272,4.115063247290003,2.3595764869309597,8.296368845983931,12.039157292345534,4.479481953048745,2.833532671303976,1.6808264908491877,3.817832422662228,8.346307045712999,9.718054245881383,9.396350144357855,14.66605552208387,23.4605644500737,30.91389841407383,29.025592842503677,18.517321447801915,13.382277747997536,19.030867533283292,22.57933172738363,20.21354051690686,11.266043718282553,3.36011294938762,4.960759815178164,7.76136607329257,6.295815024289014,7.427884070766879,10.165327575059784,740578.5056956692
1.2196206374850442,1.321059992216027,3.9698181297279196,3.608529226023844,3.1499059098376097,6.674430095316347,4.071601596728671,6.161134128144676,11.356154188083984,6.515029870078716,5.051104586590064,8.417115798145922,4.649903082649823,9.958624597814326,5.1643549094083685,5.023925163323646,12.774416316608358,9.365694471244126,12.465682526126022,10.37518508133114,2.4176185685852856,14.208606766441617,13.87403274452349,6.805710168330257,9.612822619428618,9.213566180543989,5.408584020480123,5.332776646235932,1.0229173073623317,7.073705024579598,740612.6089867702
