[2]delta_1,[2]delta_2,[2]delta_3,[2]delta_4,[2]theta_1,[2]theta_2,[2]theta_3,[2]theta_4,[2]alpha_1,[2]alpha_2,[2]alpha_3,[2]alpha_4,[2]beta_1,[2]beta_2,[2]beta_3,[2]beta_4,[2]beta_5,[2]beta_6,[2]beta_7,[2]beta_8,[2]beta_9,[2]beta_10,[2]beta_11,[2]beta_12,[2]beta_13,[2]beta_14,[2]beta_15,[2]beta_16,[2]beta_17,[2]beta_18,[2]timestamp
0.5683132682849763,0.6553763011892833,1.743836421402523,2.220457340775363,0.42720860425606555,6.547836588802403,5.334152002126108,1.3110521082751243,3.7191364490608416,3.3018810389600555,4.078392857262509,7.320419991972699,5.613934103940724,6.883682316453633,5.322397762160887,8.304366564169973,15.975664343477451,5.812308652542521,1.003002258067655,9.161599870479014,2.438615315965648,15.284481583167219,13.249096841190518,9.49058242710825,11.532269542925109,6.251529815158012,5.182162338162264,4.496520473326202,7.055091484270695,12.180328737390996,740614.614971705
1.9597859142616354,4.9919723153052535,7.617933653580319,4.298940378470264,8.629890941835237,7.565158864428047,5.502026208610405,3.261040020194294,6.101044468879662,3.1408619068306023,9.942758302524728,9.368580161534904,5.1014117120061035,12.048984763665324,29.916786673496773,18.417008143890822,14.46879884662285,13.995273358297,5.8989425344869195,3.000226472280953,8.947763279765182,12.554118010475703,10.583539472603562,8.945532562010502,16.815899798742933,15.776057708180824,6.500004667138942,2.88621289913626,19.204262643495674,6.099834547430012,740590.9874546682
1.8154373592155517,2.4364882771594694,1.4295547121207026,7.463307067801959,11.20044696251441,8.187513833684394,6.679890791890339,4.929088610709172,8.254033246413268,5.4222935857766235,9.280372056099665,4.954838446150296,6.306837418954685,4.576475780216311,13.634222050930935,6.954221856357089,12.614465734812512,9.76873653453859,2.5563661234062716,7.268664559026048,10.971211348335276,15.369660842566443,7.088967424029729,11.572861486363525,23.97317351488204,10.472121864226548,6.671210745664071,11.76960930791572,19.330478764825145,10.523260697940731,740587.8220210245
1.1185093257035916,2.5603060961213044,4.335448564555573,7.443106023177765,5.304635622631121,4.40957140046863,1.3827206588952594,14.432530711113504,31.837953568698925,12.086610064947878,9.551620622536463,3.200430454888334,5.19883853859218,2.8795314510553442,8.525790170369113,10.182356211413744,28.51722079848096,22.243768107820888,7.6227746854103335,2.8485419306584276,1.247004270472538,18.22681118405111,20.330620406054912,0.7959316427793849,1.9766654560818615,1.657811934716149,12.062232884947925,5.411132562298663,10.89367954552827,92.74188308753197,740592.4124652717
0.7854435858021156,3.3139167205271116,3.4759937883385255,3.395407444509209,4.100542019616994,5.653484358259233,3.659588409818088,12.921079024063829,31.071289511547654,13.708192911974082,6.118486220963019,8.162265334363067,11.068400499873146,10.119898122182846,11.971847024729385,7.978104048027238,31.955419235871933,17.813635251057764,3.9862633145071142,2.5724274860275274,6.902205828778503,17.614052254562292,5.7417321395668175,3.1437306177296787,4.865461284363807,6.381192813861542,6.725410320581723,8.080416810476077,8.066979927702302,86.44110372591119,740593.6343212429
6.936862247292773,11.41774258909202,11.25322172231395,5.26393723161802,4.385745858993741,6.815266831732824,5.6718697189903216,14.1822672196844,35.903965540119565,17.49496945702611,2.8661141168988213,7.025703347310972,8.07515235532983,2.029527848666877,7.117743335636177,13.63943990514262,33.34945372721859,11.501771068547995,4.331688382214491,1.7230708010325166,3.3666015464445924,20.859511904940494,23.330709759565462,5.9658381638359,2.3838663893888095,2.9422579108026254,3.962081865755004,5.722484175398212,4.285545437323729,84.17360296390069,740594.3806515504
2.911818587467498,5.406287575225561,4.568816248015828,7.482738161375844,8.67242237783749,6.510598156231831,4.240643500941828,10.684816031962557,27.615441339839364,10.854950175872276,6.54112392992017,5.66412793962458,5.531233615674734,11.992438266858796,13.32669800773656,18.07983270009099,30.8860457051774,13.848337513054275,2.652306574917403,7.417929485891697,2.3701176263642276,17.429607668488398,16.275340504008145,5.074901877087604,5.4308692798547025,8.759168722430456,5.211900716073311,2.5745739268458774,5.312644058084953,75.21577849655941,740595.1289702831
0.3367128210443391,3.197276746131278,5.084144023281159,3.367655824932651,1.3580510082316204,3.6493590413479486,0.8641299602932433,10.271242063113224,29.91373423510311,15.040374275360575,5.564215420715461,6.89227556680793,4.033686647811152,3.2098726898872356,2.606585441637616,14.725517011587952,32.6551931440195,15.258228522738625,0.3846462992560865,5.2140695217409885,4.716378354397944,16.19067459260687,10.619288018515444,2.532049886410132,4.210995486113883,3.6099914892259117,2.941145760437423,7.402521754434964,9.168164175335313,78.39663960273464,740595.8755866399
0.17742786831462176,8.523241637838387,7.3237479516984125,1.2425673957811196,1.986197960046125,3.1530097645321997,1.063385336069484,13.175047273725305,34.82857103911483,12.197841847193375,9.164133210128389,6.448364336183997,3.864319727529738,2.5509258005602797,4.688777683235041,16.50168135562868,33.09472396973097,10.293159306978174,3.8526580429207034,3.3588762046073835,7.671392689837329,24.39815367686008,21.273992688883467,4.9342388078513695,0.9024022031152747,5.172593457697194,2.9358065644134457,7.238525110815073,11.58707389613228,74.79203970941803,740596.6226917733
1.605926252940145,3.24337497015762,2.0965177141795506,1.7854054500337517,3.8835636126401893,7.586468674766452,5.35110777470074,16.748960597922,33.56943140031757,15.38636113441619,8.05057899661228,5.439197442098851,5.604132085520874,3.772136822438246,4.124276412897273,13.723840830172513,33.113451429040154,15.921589509349658,6.999397735616571,8.653515655894282,4.636040867282297,18.224926317852116,10.55209302490227,4.4878363920936915,7.114128045162892,3.8436255145132256,0.8208847716878299,5.3743053289368525,10.443668412021808,83.40772723744351,740597.3729885062
